Point,Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
107,Lao PDR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1757142806,2366666615,1776842041,1087273076,598961279.4,714046803.2,865559856.2,1028087947,1127806918,1327748655,1543606382,1763536299,1873671511,1747011884,1280177847,1454430642,1735155219,1768619058,1829660933,2148830164,2507094678,2738209639,3497318142,4262812789,5497625803,6095274080,7492313581
108,Latvia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5715853653,6827011059,7690315589,7447002857,6756418264,4848056772,4467987271,5060854731,5235719779,5585292783,6133234180,6616957681,7288524473,7833068425,8313047744,9314784080,11186452601,13761569545,16041840426,19935046397,28765687042,33669367720,25875781250,24009680460
109,Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3313539979,2717998713,2838485398,4451497337,5545921821,7535259914,9599127189,11718795352,13690217121,15751867489,17247179483,17391056437,17260364842,17649751244,19152238806,20082918740,21801658375,21838805970,22437147595,25056716418,30079601990,34924709784,39154916946
110,Lesotho,34594031.67,35714486.14,41876985.71,47059087.62,51961075.91,54901961.81,56722690.14,59285715.39,61470589.38,65994398.99,68767508.29,76503499.31,80884265.93,121181555.2,150957285.7,149459457.5,147586206.1,193218389.7,266436780.1,290142515.2,431450586.4,433940764.1,401841633.3,418043101.9,365491541.2,289905775.4,323194722.2,364214815.7,423590347.5,448661739.4,540781148.2,599015735,708187243.7,705874860.4,738211154.7,814280442.5,796081272.5,837654100.2,800117786.2,783167363.7,745832990.1,686484199.5,638601203.3,947163200.8,1234520117,1354859672,1414900687,1581173532,1600614923,1720263875,2132495561
111,Liberia,190495648,183920944,191861808,200229616,236091648,248728736,262988160,281346112,299874816,330357536,348715456,367073408,398324608,420610272,527513248,619815296,650468736,745332352,805785472,911578432,953588224,934974208,958028288,911066112,934120256,934974208,926435520,972800000,1038300032,786300032,384400000,348000000,223500000,160400000,132200000,134800000,159400000,295900000,359600012.5,441800017.8,560900012.2,543000031.7,559300023.6,410200003.6,459999996.2,530200009.3,611859674.7,734933279.2,842507277.6,879464612.6,986201593.7
112,Libya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28904898118,31992732972,33887047909,30660051911,28610549763,25541379187,27884615385,30700897875,27251534530,30484399896,33896600871,28420321952,19842519685,24062500000,33384615385,44000000000,56484375000,71803278689,93167701863,62360446571,0
113,Liechtenstein,0,0,0,0,0,0,0,0,0,0,90099360.77,104889797.8,124940284.9,165928854,193980461.9,246389070.1,272489354.1,303493105.4,436912093.1,503173087.2,534699256.8,511647837.1,522096760.5,524023708.3,502620920.7,529073612.5,779357947,1052849231,1161757671,1119983791,1421508901,1484160640,1631176617,1673085623,1948128896,2428524750,2504013004,2298390584,2479698579,2664105901,2483890594,2491800559,2688617885,3070803431,3454374261,3658356378,3988775844,4602346923,4929414915,4826167676,0
114,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10506695074,10287023246,8562311027,7424597884,6958636950,7904895791,8426600000,10128700000,11254050000,10971375000,11434200000,12159225000,14163949142,18608709857,22551543054,25962254181,30088510798,39103973051,47252926429,36846183172,36306384146
115,Luxembourg,703925706,704145671.4,741509480.8,791140595.8,903158754,921600736.3,968440149.5,974721762.6,1066447131,1234878981,1445415079,1505903368,1885582449,2587759470,3156658534,3096865778,3394573898,3757210141,4678553926,5470231178,5968793351,5010840298,4563316140,4485879258,4400823750,4538423976,6628940636,8250389325,9338357510,9952613718,12670503211,13716986285,15387195182,15790566791,17551791415,20676382047,20581889251,18516801985,19353856413,21187726401,20269578036,20198926174,22578863166,29158352144,34091250551,37659180222,42552321358,51312004029,58071556744,52890560858,55095629139
116,Macao SAR; China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021660188,1016581147,1182700833,1222079187,1376068113,1786736373,2087120613,2478802699,2990177409,3464968017,4581209814,5280251271,5868533724,6567039082,6398039390,6513395734,6186444077,5916989915,6101795437,6187141346,6823847935,7924786815,10250791553,11507945226,14211125553,18598613721,21564640136,21736141479,0
117,Macedonia; FYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4471828622,4694744807,2316618515,2550194959,3381270267,4449375526,4422159849,3735312201,3571043202,3673288166,3586883989,3436961385,3791306758,4629520342,5368441930,5814726241,6373113830,8159825620,9834028813,9276517780,9118253200
118,Madagascar,673066569.4,699146200.6,739270260.8,759328765,802464114.7,833544680.5,900244274.9,956415356.5,1031646364,1056366717,1111832487,1199478949,1339130400,1653027530,1917462942,2282998619,2181791170,2358874792,2669694888,3463485034,4042043932,3594792625,3526116842,3511496135,2939421710,2857827399,3258214585,2565584503,2442446703,2497998767,3081403412,2653082107,3024385657,3370770572,2977008504,3159853283,3994890763,3545686958,3738620506,3717416630,3877575177,4529469041,4397127092,5473940630,4363835956,5038577100,5515222624,7342683288,9394736596,8487968572,8720543554
119,Malawi,162960159.3,174580170.7,183120179,190820186.5,194740190.4,229458615.9,260398429.3,269811233.7,245160987.8,265801071,290521170.6,365391327.4,406083145.6,444303395.1,548621021.5,613199377.4,670310291.5,806264032.5,948983446.9,1058294953,1237655511,1237685696,1180092986,1223228537,1208026082,1131347781,1183673867,1183072719,1379924236,1590204039,1880785391,2203538071,1799527046,2070646320,1181801220,1397457934,2281034089,2663348222,1750585420,1775921700,1743506520,1716502772,2665159242,2424655976,2625187647,2755429811,3116942711,3458333169,4074143554,4727486011,5106263007
120,Malaysia,2441020462,2422724545,2543810831,2708474919,2899751388,3187851274,3392767687,3515850936,3667209742,4050763016,4276665286,4514334715,5364357955,8150688760,10100863611,9890359225,11753574870,13975278668,16658322459,21602645098,24937045114,25463038429,27287163523,30682563370,34565849169,31772244237,28243103020,32181695659,35271881996,38848565930,44024178270,49133852000,59151288903,66894450252,74480816088,88832452512,1.01E+11,1E+11,72175310308,79148423191,93789738019,92783948533,1.01E+11,1.1E+11,1.25E+11,1.38E+11,1.57E+11,1.87E+11,2.22E+11,1.93E+11,2.38E+11
121,Maldives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42463576.16,44781456.95,47935843.79,57829787.23,109503546.1,127154929.6,141902097.9,141268980.5,168610478.4,189535398.2,215089005.2,244468292.7,284853358.6,322326642.3,355884383.1,398988955,450382328,508223603.2,540096400.2,589239757,624337143.6,625066369.3,640703125,692421875,776484375,749765625,915390625,1054375000,1260234375,1318671875,1479781250
122,Mali,0,0,0,0,0,0,0,274543557.4,344763095.3,340241834.9,359772473.6,430096738.4,485737716.2,563686693.7,538748846.6,830714117.6,939229970.8,1049841480,1222707240,1595427838,1787342745,1493659030,1327383915,1294461581,1311347871,1313690787,1678332703,1931555358,1947802225,2007792924,2421179436,2422848181,2846471288,2677991266,1762717929,2466152468,2619098933,2475182970,2596836147,2570426031,2422469641,2629733712,3342815644,4362442243,4874185884,5305318991,5866095675,7146284975,8738080883,8964687644,9251388617
123,Malta,0,0,0,0,0,0,0,0,0,0,250728829.1,264578308.9,295106775,345616069.5,376081181.8,474618292.7,527936892.8,625563347.4,793673674.5,1001288245,1250199056,1243509858,1234474742,1165730173,1101807301,1117797225,1435038037,1751293216,2019503791,2118655300,2547330284,2750215016,3021944632,2709194766,2998504392,3574740685,3671847265,3633453447,3809843649,3907960071,3893057246,3850924289,4233007168,4994073518,5607279374,5959813557,6462031685,7547856389,8413230936,7987432157,0
124,Marshall Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27152000,30564000,36543000,39513000,38406000,49007000,55130000,61874000,63721000,68691000,72218800,79709200,87059000,94595000,105239000,97037000,92184200,95657000,95360000,107573000,110480000,119286000,123788000,133300000,138600000,144600000,151000000,152000000,152800000,155800000
125,Mauritania,90624640.07,107142430.7,109820993,111829919.9,150445834.2,172767216.5,180340662.9,191221779.1,210695179.1,199643446.3,209348253.1,227051048.7,265009394.5,333731869.4,414772334.1,475916537.9,524407926.6,540635401.4,544424588.4,644070347.8,709041435,747994654.5,750214454.5,788371864.7,726937312.3,683193891.6,802890733.1,909820553.1,957377480.2,981529425.2,1019600783,1130247028,1464392409,1249945002,1315932678,1415296645,1442598430,1401946882,1222433072,1194629188,1081168278,1121565583,1149656448,1285179087,1547861048,1857837742,2699180938,2837528881,3588611732,3027018189,3636296936
126,Mauritius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706988627.7,827093630.3,1019634978,1216227805,1136544231,1147187568,1082934402,1094857360,1044926097,1080643202,1469050658,1888752207,2143480497,2191101651,2653485952,2856889162,3224265824,3263363788,3558143642,4040342060,4421952121,4187375888,4169672974,4291171396,4582562398,4536544699,4767303153,5609931858,6385579078,6283845864,6507112280,7791974522,9641036888,8865125545,9728729229
127,Mayotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Mexico,13056164925,14153954349,15221053213,16936337668,20070134741,21829715344,24337233447,26556372081,29363632834,32515754314,35541711470,39200879416,45178119327,55271303176,71976542927,88003982689,89023916067,81825780564,1.03E+11,1.35E+11,1.94E+11,2.5E+11,1.74E+11,1.49E+11,1.76E+11,1.84E+11,1.29E+11,1.4E+11,1.83E+11,2.23E+11,2.63E+11,3.14E+11,3.64E+11,4.03E+11,4.22E+11,2.87E+11,3.33E+11,4.01E+11,4.21E+11,4.81E+11,5.81E+11,6.22E+11,6.49E+11,7E+11,7.6E+11,8.49E+11,9.52E+11,1.04E+12,1.1E+12,8.83E+11,1.04E+12
129,Micronesia; Fed. Sts.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106500000,0,0,112210000,116700000,124700000,135200000,147200000,166200000,178100000,198400000,202500000,221192336.9,218710317,202827971,213109914.7,213221020.1,225912798.2,230577191.9,235070329.6,238132902.9,239100000,248300000,251300000,255700000,261800000,276500000,287383040
130,Moldova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3592856080,3094567110,2319243407,2371812924,1702314353,1752995314,1695130484,1930071445,1639497207,1170785048,1288420223,1480656884,1661818168,1980901554,2598231467,2988172424,3408454198,4402495921,6054806101,5439439764,5808796184
131,Monaco,0,0,0,0,0,0,0,0,0,0,293073868,327651488,402460333.2,523552815.1,563939670.7,711922994.2,735339911.9,811250927.4,1000535735,1209898293,1378130996,1205166026,1143229072,1092551781,1037314956,1082851077,1515209588,1839095595,2000674667,2010116851,2481316054,2480497548,2737066956,2574439973,2720297739,3130270919,3137848783,2840182192,2934578789,2906009308,2647883820,2671401083,2905973022,3588988601,4110348444,4280072626,4663488363,5974371696,6581080163,6108770906,0
132,Mongolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2310099115,2552401920,2725736619,2098734592,2186505472,2896178859,3020611584,3204461568,3576966795,2560785663,2379018323,1317611863,768401665.8,925817089.5,1452165053,1345719435,1180934217,1124440238,1057408608,1136896162,1267997923,1396555772,1595297301,1992066759,2523359941,3395917892,4234894168,5623236708,4583834427,6083047865
133,Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984279596.4,1159891560,1284504509,1707662608,2073255525,2257181943,2695897629,3668857104,4519731947,4141382328,4003707165
134,Morocco,2037154692,2025693478,2379611070,2657252502,2798345226,2948325264,2876395613,3046339295,3271415868,3651615453,3956328426,4356633663,5074117545,6242177798,7675408486,8984824183,9584323309,11049896742,13236854105,15912133569,18820809836,15280300833,15423825336,13941571864,12751251348,12869611448,16994563068,18745983477,22198388384,22847197924,25820725668,27836559831,28450632467,26801064631,30351265892,32986182670,36638763639,33414747560,40021694631,39734023743,37020609825,37724674865,40416114690,49822651702,56948015336,59523857868,65637107776,75226318359,88882967742,91374705225,91196031840
135,Mozambique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3526287700,3532095548,3615042149,3237799681,3372752281,4458200974,5243429413,2353866232,2093392107,2314103817,2463238803,2695475825,1968901450,2027650518,2162771442,2246791389,3178648857,3751832732,4240336763,4448023242,4248747769,4075057669,4201325196,4666190666,5697991419,6578515376,7096128501,8030015310,9891264915,9787997622,9586185528
136,Myanmar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Namibia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2168626434,1950821521,1803245473,1928911229,1625454151,1355068269,1527332245,1934647328,2128464418,2169536505,2350307519,2492290811,2837643854,2846613962,3251945056,3503088568,3491458823,3635229631,3398703829,3385824194,3908501441,3546869555,0,4934391534,6605804205,7261676364,7980502216,8805815603,8967523025,9182440406,12170331922
138,Nepal,508334421.5,531959569.3,574091108,496948970.4,496098771.8,735267082.7,906811947.8,841974025.4,772230298.9,788641969,865975308.6,882765470,1024098810,972103604.4,1217953570,1575789286,1452789369,1382400000,1604162506,1851250005,1945916587,2275583317,2395425212,2447174839,2581215830,2619913976,2850780937,2957252079,3487009700,3525228046,3627559252,3921476085,3401211581,3660041667,4066775510,4401104418,4521580381,4918691917,4856255044,5033642384,5494252208,5595578231,6050875807,6330476435,7273933993,8130258976,9074827536,10277619342,12572606353,12896793335,15701058166
139,Netherlands,12276734172,13493833740,14647057370,15891241386,18699380731,21000586933,22867203317,25087562181,27817605743,31503868835,35352164120,41293859649,50674951936,66940722056,79171243545,93227605437,1.02E+11,1.19E+11,1.45E+11,1.66E+11,1.81E+11,1.52E+11,1.47E+11,1.42E+11,1.33E+11,1.33E+11,1.86E+11,2.27E+11,2.43E+11,2.39E+11,2.95E+11,3.03E+11,3.36E+11,3.27E+11,3.51E+11,4.19E+11,4.18E+11,3.87E+11,4.03E+11,4.11E+11,3.85E+11,4.01E+11,4.38E+11,5.38E+11,6.1E+11,6.38E+11,6.78E+11,7.83E+11,8.73E+11,7.95E+11,7.83E+11
140,New Caledonia,0,0,0,0,0,159594493.5,164206537.6,180036768.9,215507164,263108834.5,358815681.9,413634335.3,505892512.9,542294864.8,637400199.1,816647865.8,798310509.6,837616756.5,846007597.7,1047225130,1182457143,972563810.2,904619629.8,823832940.5,796018978.5,854823821.7,1201262518,1488113532,2072735787,2185072798,2529310104,2653781596,2923764926,3070161471,3038727617,3628440275,3606968434,3291489841,3158806480,3056999988,2682347064,0,0,0,0,0,0,0,0,0,0
141,New Zealand,5485854792,5670064168,6077496268,6638937283,7274144351,5654463586,5863733231,5961418094,5180597621,5761588762,6436653634,7840999388,9474061376,12666640991,13780632529,12699545335,13437154940,15230212314,18263102080,20412221106,22870183208,23980076488,23685986052,23833591082,21251303324,24195751652,29979793943,39502748641,44217132451,42996230710,44503568894,41820222974,40744409331,45827934439,54263384779,62795370404,68870620813,64924816050,55199814253,57698043178,51599748518,52872980328,65463945931,86737675644,1.02E+11,1.11E+11,1.11E+11,1.38E+11,1.18E+11,1.27E+11,0
142,Nicaragua,223854666.7,240524723.4,265291588.7,292916241.1,341973758.9,564290020.4,607140010.5,657140010.8,692859984.6,750000002.9,778569938.9,828569953.5,878570045.4,1092900015,1521400012,1581599959,1836899999,2226999874,2127699979,1567599982,2144300006,2474700227,2454499872,2753100058,3117599872,2683699935,2885799994,3851200118,2630900096,1013199987,1009455502,1488804124,1792800000,1756454281,2977433036,3191142098,3320533491,3383442174,3572495062,3742404742,3936327817,4102656987,4026408421,4102111946,4466767106,4872941602,5230337507,5661593169,6372242897,6213677112,6551182431
143,Niger,449612635.9,485877943.9,531837975.1,586406649.4,582927569.6,668494983.1,698954450.1,663289467.6,643062890.5,626471836.7,646858207.8,689130081.3,741437062.7,946390128.1,1026139959,1048695337,1064519802,1291461653,1774372352,2109284052,2508531310,2170905022,2017619909,1803104463,1461248898,1440587947,1904101969,2233017711,2280365526,2179575990,2480680484,2327993643,2344994702,1606581744,1563220458,1880797333,1987780224,1845597711,2076743693,2018190753,1798365123,1945323584,2170481509,2731417756,3052898739,3405135477,3645126126,4290510300,5369911346,5259368130,5548814098
144,Nigeria,4196174380,4467287732,4909399025,5165590042,5552931029,5874422512,6366792664,5203135937,5200895982,6634187316,12545849083,9181769912,12274416018,15162871287,24846641318,27778934625,36308883249,36035407725,36527862209,47259911894,64201788077,59918536009,49763409962,34950458716,28182543199,28407930899,20210788382,23441334769,22847726915,23843508697,28472471051,27313352202,32710369046,21352759382,23663389441,28108826038,35299150000,36229368992,32143818182,34776040200,45983600313,47999775243,59116847821,67656023324,87845420492,1.12E+11,1.47E+11,1.66E+11,2.07E+11,1.69E+11,1.94E+11
145,Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Norway,5163271598,5632460937,6066976683,6510239503,7159202706,8058681060,8696460205,9514496703,10159934137,11063065083,12729983620,14476679091,17219877964,22341912657,26875823601,32565956877,35575735361,41069784916,46015298628,52547737999,63714366699,62867322938,61850635265,60779973686,61098572566,64257200019,77202861509,92447792208,1E+11,1.01E+11,1.18E+11,1.2E+11,1.28E+11,1.18E+11,1.25E+11,1.49E+11,1.6E+11,1.58E+11,1.51E+11,1.59E+11,1.68E+11,1.71E+11,1.92E+11,2.25E+11,2.59E+11,3.02E+11,3.37E+11,3.88E+11,4.46E+11,3.79E+11,4.14E+11
147,Oman,44234654.05,45634493.27,56273199.14,59912759.28,61872522.43,63279972.09,67759970.11,107151836.8,188879842.4,239999799.7,256319786.1,301014924.5,366883549.3,483066990.4,1645917657,2096699074,2560220086,2741169985,2740301334,3733352667,5981760089,7259120022,7554719229,7932541574,8821443172,10005645467,7324167384,7811183252,8386215932,9372171727,11685045608,11341482539,12452275788,12493108041,12918855771,13802600905,15277763468,15837451381,14085373243,15710148340,19867880550,19949284975,20049414986,21542262852,24673602280,30905071771,36803641389,41901170689,60566970579,46866060196,0
148,Pakistan,3707055834,4054599105,4233095505,4540529029,5130407637,5884712000,6466610634,7403821780,8090088419,8632927109,10027088677,10602058000,9309109504,6324884160,8773030764,11340000683,13338485498,15126060232,17820101315,19707980060,23689697676,28100606600,30725972228,28691890865,31151825048,31144920867,31899072715,33351526336,38472741071,40171021120,40010425587,45451961234,48635242274,51478354558,51894795658,60636071684,63320170084,62433340468,62191955814,62973855719,73952374970,72309738921,72306820396,83244801093,97977766198,1.1E+11,1.28E+11,1.43E+11,1.64E+11,1.62E+11,1.75E+11
149,Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76888000,83855000,82451000,75907000,83527000,95237000,108203000,113213000,117320000,113485000,119863000,124656000,119455000,122728000,133560000,145428000,156614000,164289000,166394363.5,164691982.8,169665680.7
150,Panama,415800032,463700032,504800032,559500032,600800000,659900032,719000000,800700032,861400000,945400000,1016300032,1146700032,1260000000,1441200000,1647100032,1844800000,1959299968,2077400064,2463000064,2819099904,3810300000,4312700000,4764700000,4891900000,5106300000,5402000000,5613700000,5638300000,4874500000,4887500000,5313200000,5842300000,6641400000,7252700000,7733900000,7906100000,9322100000,10084000000,10932500000,11456300000,11620500000,11807500000,12272400000,12933200000,14179300000,15464700000,17137000000,19794000000,23001600000,24080100000,26777100000
151,Papua New Guinea,230496033,244832035,261184037.4,275968039.5,305312043.7,344159480.3,390973233.3,441706905.6,485160819.8,551237325.6,645537157.6,717716139.6,858802050.3,1299105286,1467346106,1356591219,1511856630,1640763164,1947947479,2293621894,2545982960,2498068351,2368584970,2562492487,2552526259,2423373084,2648033799,3143848336,3655979666,3546460177,3219730365,3787352287,4377984100,4974662910,5502648500,4636113480,5155485420,4936605080,3789428160,3477060138,3521348155,3081029666,2999542369,3536459120,3927114457,4901584516,5598700444,6329292929,8010370370,7914594203,9480047959
152,Paraguay,0,0,0,0,0,443586495,465884923.9,492677770.2,517653162.7,556293623.9,594609493.3,664571448.9,769039668.8,995531759.7,1333476206,1511420619,1698960335,2092158781,2559857225,3416777874,4578785508,5781301411,5420588092,5603424508,4392449744,3162899921,3544259671,3732934092,3951333337,4363188572,5264595869,6248792635,6445510898,6874792180,6940688924,8065811598,8744408796,8872095650,7915133553,7292038449,7071265939,6445764901,5045545609,5551643681,6949760483,7473231062,9275210016,12222355341,16873155276,14239629907,18474738676
153,Peru,2503708501,2822764382,3199617471,3505470788,4241381119,5026099956,5947054339,6029751897,5583979280,6250645607,7235141852,8069766829,8945736420,10702842298,13490954944,16413418809,15519319139,14230997983,12162093075,15542640785,20661220078,24966849817,24817438679,19129866511,19845514734,18838400476,17977500454,23905267271,12375610634,20576647135,26294371425,34544482513,36084008139,34834667902,44909998632,53674086051,55876101187,59222879292,56751679594,51509515206,53290390318,53935760985,56772338815,61346725170,69725009965,79385073422,92303809836,1.07E+11,1.27E+11,1.27E+11,1.54E+11
154,Philippines,6684685511,7257047654,4399815070,4875248020,5271360643,5784398850,6371486693,6809047600,7591602924,8408265264,6687223656,7408296134,8017418383,10082910551,13781190370,14893969269,17097658630,19648040091,22706283655,27502354651,32450398740,35646642136,37140164100,33212130823,31408478618,30734266462,29868363901,33195974365,37885485203,42575217415,44311595230,45417505303,52976363148,54368183872,64084543195,74119868202,82848194395,82344374414,72207022472,82995145601,81026294681,76261998623,81357657790,83908205720,91371236939,1.03E+11,1.22E+11,1.49E+11,1.74E+11,1.68E+11,2E+11
155,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71004758668,73890473474,63877404753,68823925668,82211436909,58975894567,76427193689,84325431462,85850630506,98515947588,1.39E+11,1.57E+11,1.57E+11,1.73E+11,1.68E+11,1.71E+11,1.9E+11,1.98E+11,2.17E+11,2.53E+11,3.04E+11,3.42E+11,4.25E+11,5.29E+11,4.31E+11,4.69E+11
156,Portugal,3193200403,3417516638,3668222356,3905734458,4235608176,4687464054,5135387846,5740241165,6354262628,6969025825,7991335635,9068943958,11077078651,14873000818,17259905919,19068667373,20039688064,21130423834,23148983485,26238988197,32422240288,31516247850,30087624899,26846926837,24854392933,26724868773,38187288246,47488254476,55534872368,59720485460,77579013528,87947086666,1.06E+11,93639961863,98251393659,1.16E+11,1.21E+11,1.15E+11,1.23E+11,1.26E+11,1.17E+11,1.2E+11,1.32E+11,1.61E+11,1.85E+11,1.91E+11,2.01E+11,2.32E+11,2.52E+11,2.34E+11,2.29E+11
157,Puerto Rico,1691899776,1865099904,2088899712,2326999808,2570399744,2881999872,3169799936,3550000128,3986899968,4460700160,5034599936,5646700032,6328999936,7002299904,7684800000,8198400000,8968599552,9910899712,11164999680,12750000128,14436100096,15955699712,16764199936,17276600320,19162599424,20289200128,21969399808,23878000640,26178400256,28266799104,30603800576,32287000576,34630402048,36922499072,39690600448,42647330816,45340798976,48186998784,54086402048,57841000448,61044899840,67897098240,0,0,0,0,0,0,0,0,0
158,Qatar,0,0,0,0,0,0,0,0,0,0,301791311.8,387700072.4,510259928.9,793884362.6,2401403164,2512783991,3284301435,3617580064,4052000453,5633000409,7829094485,8661263504,7596703007,6467582126,6704395622,6153296280,5053021815,5446428538,6038186868,6487911901,7360439208,6883516285,7646153766,7156593446,7374450565,8137911748,9059340117,11297801802,10255494737,12393131511,17759889598,17538461033,19363735706,23533790531,31675273812,43040108650,60496701553,80750821849,1.11E+11,98313183980,0
159,Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38067565161,40424526826,41450779109,38299106120,28846858763,25090303817,26361161948,30072623842,35477055619,35333677695,35285888482,42115494069,35592337083,37052636395,40180746113,45824529874,59507345650,75489440362,98913392472,1.23E+11,1.69E+11,2E+11,1.61E+11,1.62E+11
160,Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07E+11,5.17E+11,5.09E+11,4.6E+11,4.35E+11,3.95E+11,3.96E+11,3.92E+11,4.05E+11,2.71E+11,1.96E+11,2.6E+11,3.07E+11,3.45E+11,4.3E+11,5.91E+11,7.64E+11,9.9E+11,1.3E+12,1.66E+12,1.22E+12,1.48E+12
