Point,Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
161,Rwanda,119000023,122000015.4,125000007.7,128000000,129999994.9,148799979.5,124525702.6,159560017.9,172200017.9,188700037.1,219900006.4,222872787.7,246455155.4,290317203.3,308918598.3,568397274.6,666415343.8,771542426.3,873007462.3,1035868205,1163184014,1320982376,1410577394,1507165403,1588378078,1715332718,1943621558,2151682623,2395578495,2410194296,2584367370,1911970651,2037982630,1971348322,753636370.6,1293447630,1382334846,1851557081,1989343579,1931185216,1734921293,1674685046,1640603017,1846148216,2088892750,2581168602,3111203756,3741050578,4712306077,5261963315,5627667377
162,Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108006925.4,99668848.77,97298513.65,85156795.76,89947043.68,99540468.21,118518518.7,109494843.3,112058888.2,111908236,117883207.8,118613703.6,197000394.5,200357402.8,222670196.5,254361347.2,240113812.9,230621434.5,245617503,243336183.7,256677700.1,301905953,374507187.9,412220560.3,441660283.5,493164717.1,578899186.5,496485298.1,565203177.9
163,San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853373879.7,773907642.4,815205233.1,879957209.9,1122981525,1317357835,1375416604,1469075398,1687653983,1899809580,0,0
164,Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76460459.6,90713554.54,97993841.02,106764516.4,113808429.6,124185330.7,143497348.6,170904224.8,189961808.3,196806609.6
165,Saudi Arabia,0,0,0,0,0,0,0,0,4187777707,4485777636,5014444260,6797048700,9230601616,14441807079,44990986123,46528882433,63838242167,74028820450,80087657404,1.12E+11,1.64E+11,1.84E+11,1.53E+11,1.29E+11,1.19E+11,1.04E+11,86961925508,85695864946,88256073926,95344461902,1.17E+11,1.31E+11,1.36E+11,1.32E+11,1.34E+11,1.42E+11,1.58E+11,1.65E+11,1.46E+11,1.61E+11,1.88E+11,1.83E+11,1.89E+11,2.15E+11,2.5E+11,3.16E+11,3.57E+11,3.85E+11,4.76E+11,3.73E+11,4.35E+11
166,Senegal,792985587.1,836662900.8,857599973.4,886567081.5,939336465.2,948907244.8,980268225.3,981218558.1,1037288190,984570174.3,1020010095,1051348942,1278034142,1471908195,1658306123,2235776924,2266865428,2320783726,2591131247,3226702880,3503275491,3176788511,3109547861,2774170020,2705515376,2962219552,4189931947,5040650946,4985122973,4913038779,5716744853,5617174599,6004926101,5678880069,3877229737,4879192245,5065832119,4672258968,5058224887,5150798887,4691828357,4877598732,5333863902,6871327280,8040528593,8702730298,9378279041,11334237877,13210074065,12790851244,12954023882
167,Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21380951576,16204161184,17632705913,6082791506,11390468619,15107552529,19675596592,23710517391,25234408773,29221081587,39385398650,48856609868,41653965783,39128329377
168,Seychelles,12012049.43,11592047.7,12642052.02,13923057.29,15393063.34,15603048.37,16443050.97,16632042.47,16074016.07,16452016.45,18432018.43,21993345.42,30645140.14,36896300.82,43134511.29,47803145.95,49279675.64,64500260.36,85566712.26,127308472.8,147357222.8,153889518.8,147759494.8,146712886.6,151313170.5,168887618,207858774.5,249267412,283826531.5,308375194,368584758.9,375018939.4,433658727.1,473914075.6,487009901,508234503.5,503060037.1,562954169.8,608358684.5,622976165.1,614879764.8,622262057.2,697518248.2,705704816,699800000,883818181.8,967806221.4,1018952363,920991413.9,788102778.1,936609214.5
169,Sierra Leone,322009478.1,327834752.4,342721625.6,348546926,371848127.8,359379856.2,375479849.8,348795303,329860135,408690163.3,434410366.4,419549387,465381103.6,575230251.3,648590625.9,679335916.4,594895649.2,691777759.3,960728331.3,1109374711,1100685875,1114830500,1295361912,995104288.4,1087471849,856890497.1,490181456.6,701307601.9,1055083946,932974412.4,649644826.8,779995081.7,680034040.8,768817621.1,911912391.3,870768008.5,941753014,850231278.7,672381683.3,669392528.5,635876870.1,805663721.3,935823725.6,991113463.1,1096030169,1239397078,1422009798,1663712059,1954828246,1856392962,1905015045
170,Singapore,649592148.1,745379362.4,751691053.2,847568542.1,855382996.5,974186784.2,1095902965,1237415176,1425020122,1659044471,1919496192,2270331437,2950257778,4227568424,5260723586,5786825836,6066358056,6693982243,8047818555,9702330274,12045805431,14322924992,15812376371,17934691696,19446732039,18464101331,18732060163,21551879961,26478402922,31405070268,38835478888,45184799282,52011315967,60473080791,73235405801,87063233833,95180444907,99297095552,85013628374,84880320953,94308601813,87701014386,90640573370,95956606174,1.13E+11,1.25E+11,1.45E+11,1.77E+11,1.89E+11,1.83E+11,2.23E+11
171,Sint Maarten (Dutch part),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,Slovak Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6106406926,6130945239,5750481090,5827019554,7874148638,9480149423,10073854642,9769581998,11716492830,13119169442,14271366596,16250533390,19833225850,25240261438,27268441065,27021853404,29258362233,29924856169,28700755482,30295516779,34613485790,45804232506,56032071021,61285897276,69057257559,84241814947,98463512524,87641512386,89034490066
173,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17381802758,12673485227,12522536279,12673039187,14385505626,20814335344,21007770977,20271553550,21592759564,22157534733,19887999964,20389746602,23070243206,29058085347,33724037047,35751727925,38951918416,47314863050,54642842411,49158599387,47762955727
174,Solomon Islands,0,0,0,0,0,0,0,25203524.03,28084252.76,28606411.4,0,50056882.82,40606712.05,55272108.84,84539332.28,74617096.48,83099107.91,93147039.25,111022090,151270207.9,168715353.1,187313261.3,188446092.1,180219397.5,252806783.4,232306861.2,210737869.7,238606299.6,310684273.7,332286760.9,302515026.9,320355090.6,378778047.2,410923236.2,464756638.5,519334096.7,565163750.6,567919502.8,471177008.1,482214092.3,435101217.2,400464593,341663053.7,332736306.5,375109694.5,413909879.3,456735444.9,586218381,645796657.5,601299089.8,678625481.7
175,Somalia,180460950.4,191660990.9,203533070.7,216147150,229531201.9,243725900.2,257375899.4,271781889.3,286719887.9,300230021.5,316147885.3,331104597,416940946.6,507028439.3,467577426.6,710850217.9,807275799,498550866.2,564986077.5,590419864,603592653.9,699112246.5,774419565.9,733901342,788307226.8,876404615,930318731.6,1009792743,1038291312,1092393020,917044254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,South Africa,7342225763,7720688702,8246257299,9148862186,10042897173,10971132728,11950067831,13331016545,14421234897,16229906620,17854214223,19764722341,20642357922,28439129199,35728951878,36947549491,35475201163,39400151512,45328402075,55936738909,80710215085,86830012489,80086547270,86013096940,85171208724,67066232217,79501624654,1.04E+11,1.15E+11,1.25E+11,1.12E+11,1.2E+11,1.31E+11,1.3E+11,1.36E+11,1.51E+11,1.44E+11,1.49E+11,1.34E+11,1.33E+11,1.33E+11,1.18E+11,1.11E+11,1.68E+11,2.19E+11,2.47E+11,2.61E+11,2.86E+11,2.75E+11,2.83E+11,3.64E+11
177,South Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,Spain,12072126076,13834300572,16138545210,19074913949,21343844645,24756958697,28721062244,31647119229,31475548481,36038711599,39801889589,45264830491,57414244318,76354550600,94447579060,1.11E+11,1.15E+11,1.29E+11,1.56E+11,2.08E+11,2.26E+11,1.97E+11,1.9E+11,1.66E+11,1.67E+11,1.76E+11,2.44E+11,3.09E+11,3.65E+11,4.03E+11,5.21E+11,5.6E+11,6.13E+11,5.1E+11,5.15E+11,5.97E+11,6.22E+11,5.73E+11,6.01E+11,6.18E+11,5.81E+11,6.09E+11,6.86E+11,8.84E+11,1.04E+12,1.13E+12,1.23E+12,1.44E+12,1.59E+12,1.46E+12,1.41E+12
179,Sri Lanka,1419629929,1454342131,1458609620,1241387714,1321840726,1698319328,1751470588,1859465021,1801176471,1965546218,2296470588,2369308600,2553936348,2875625000,3574586466,3791298146,3591319857,4104509583,2733183857,3364611432,4024621900,4415844156,4768765017,5167913302,6043474843,5978460972,6405210564,6682167120,6978371581,6987267684,8032551173,9000362582,9703011636,10338679636,11717604209,13029697561,13897738375,15091930836,15794972847,15656342016,16330810304,15746224410,17102623876,18881765437,20662525941,24405791045,28267410543,32351184234,40715249700,42067965895,49551751283
180,St. Kitts and Nevis,12366635.58,12483301.96,12541635.15,12833301.08,13416632.95,13593932.43,14469078.29,16742338.59,14600000,15850000,16300000,19624746.42,22944848.51,24196018.48,31514856.72,33364054.13,30095602.18,29888888.36,34259258.65,39888888.18,47999999.15,56555554.56,59925924.87,59666665.61,70037035.8,77999998.62,94148146.49,108185183.3,126666664.4,143259256.7,159200364.6,164574444.5,181815558.3,198341104.6,221740748.7,230740736.7,245555551.2,275089909.1,287324365.9,305008729.1,326203986.9,342746455.6,351318064,362654126.5,399585548.5,438718510.8,487137028.4,513233324.3,570140740.7,526214814.8,526007407.4
181,St. Lucia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103444442.6,133414812.5,152244441.8,143588880.4,154503701,197088885.4,189166669.3,225777773.8,242385180.9,273977784.8,311511105.6,397192573.7,431470356.8,477996270.1,492029620.9,517566663.5,560811083.4,566370360.4,604411088.6,657529594.3,692507395.2,707525925.5,687048136,705003691.3,738214801.8,799237022.9,858055540.4,930935634.9,957841412.2,986073137,954222222.2,931955555.6
182,St. Martin (French part),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,St. Vincent and the Grenadines,13066633.83,13999964.81,14524963.49,13708298.88,14758296.24,15108295.36,16099959.54,15835088.4,15350000,16650000,18450000,20051648.11,27585488.22,30165373.24,32924215.75,33237149.31,32792487.63,36537036.39,46599999.18,54511110.15,60307406.34,74799998.68,85448146.64,94044442.78,103499992.2,112881479.5,127974065.9,142329621.2,164574077.1,177296293.2,198207403.9,212492582.9,233188878.8,238774063.9,243255557.2,266481488.6,281518501.7,293070365.2,317851822.5,331866660.8,339014808.8,349459253.1,370055549,386954849.8,420633353.1,445566734.4,497902361.6,555281481.5,583870370.4,585381481.5,561611111.1
184,Sudan,1126145487,1222805281,1328199482,1351199831,1388175106,1446869603,1484348063,1607265926,1677627786,1847501420,2100229735,2276428653,2470285802,3061428681,3938571569,4798285885,5982285928,7460428837,8074210266,8401977028,7617171645,9538009463,9254390431,8465262541,10044297796,12459352088,15966649370,20631192466,15510324099,15295634989,12408648108,11379222223,7031931224,8881004944,12793795322,13830459816,9018315171,11681198236,11250216339,10682045000,12366140066,13362328043,14975626178,17780302167,21684761535,27386699507,36393186004,46533234127,58032057416,54633362294,62045783133
185,Suriname,99530187.82,104356015.2,109764827.5,116658270.8,128165018.4,147042449.1,181456639.3,210462127.8,233952861.6,247580668.8,262102969,287329439,322240901.5,342072834.6,412997205.5,521008411.7,566386563.7,718207294.5,824089719.1,877310938.5,890644202,996134469.8,1025378168,990028027.1,968235309.7,978431388.3,998319343.8,1097871166,1300728312,551341439.8,399075061.9,438220953.2,404600009,435194019,604950779.6,693609699.9,859987492.6,929607506.1,944999985.9,885444152.7,892164328.2,763465547.3,1078402171,1271049475,1484318751,1793410616,2132482916,2419307832,3065318761,3251876138,0
186,Swaziland,35076892.13,43025971.02,45928018.54,54129458.52,64980584.94,70279576.07,76859536.38,74759549.05,79799518.65,105419364.1,112137760.9,136465323.1,146741250.8,221902015.5,264312000.4,288302912.8,272539099.1,304047838.8,340616376.1,411995245.7,542580227,575584182.4,539630625.9,556273172.6,507294315.4,367384477.8,452393040.4,584422016.3,695870589.2,698585171.5,1114982000,1158222660,1285751428,1358867202,1420166989,1698967931,1613812746,1718172156,1562195984,1534888918,1489618181,1290582262,1174110116,1795877963,2281533677,2523979486,2669670498,2949751597,2836875999,2936025585,3645267040
187,Sweden,14835244823,16138747703,17502494032,18944202473,21126354099,23248262275,25288467733,27449356965,29128298599,31632929868,35423217941,38653762549,45523654444,55242233563,61387439936,77077248218,83099855711,87848776851,97123581208,1.15E+11,1.32E+11,1.21E+11,1.06E+11,97745366615,1.02E+11,1.06E+11,1.41E+11,1.72E+11,1.94E+11,2.04E+11,2.45E+11,2.58E+11,2.67E+11,2.02E+11,2.18E+11,2.54E+11,2.76E+11,2.53E+11,2.55E+11,2.59E+11,2.47E+11,2.27E+11,2.51E+11,3.15E+11,3.62E+11,3.71E+11,3.99E+11,4.63E+11,4.86E+11,4.04E+11,4.58E+11
188,Switzerland,9522746719,10712712465,11879982759,13063643796,14480556572,15346741670,16480058705,17740013179,18942729779,20524886616,22862556670,27473929631,33696818815,45317097510,52224871916,59873510286,62626779765,66888000874,93542957271,1.05E+11,1.1E+11,1.01E+11,1.03E+11,1.03E+11,98108414761,99475324412,1.43E+11,1.79E+11,1.93E+11,1.87E+11,2.38E+11,2.41E+11,2.51E+11,2.44E+11,2.7E+11,3.16E+11,3.05E+11,2.65E+11,2.73E+11,2.68E+11,2.5E+11,2.55E+11,2.79E+11,3.25E+11,3.63E+11,3.72E+11,3.91E+11,4.34E+11,5.02E+11,4.92E+11,5.24E+11
189,Syrian Arab Republic,857704420.5,945244981,1110565862,1200447418,1339494289,1472036544,1342287560,1580229793,1753746377,2245011583,2140383710,2589851698,3059682165,3239488092,5159557171,6826980768,7633528922,7696011371,9275203109,9929682189,13062421028,15518199245,16298905403,17589184546,17503082977,16403544517,13293209274,11356215714,10577042354,9853396225,12308624284,12981833333,13253565901,13695962017,10122020000,11396706587,13789560878,14505233970,15200846139,15873875969,19325894913,21099833784,21582248882,22396829913,25012613861,28859003831,33332825024,40404985983,52581935484,53934534351,59102566138
190,Tajikistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2629395066,2535545389,1909246641,1646693875,1346074461,1231523105,1043893063,921843115.8,1320126665,1086567368,860550294.3,1080774006,1221113795,1554125543,2076148710,2312319579,2830236054,3719497371,5161336170,4978154344,5640410959
191,Tanzania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5100405824,4420165053,4258741085,4956597378,4601414688,4257702335,4510845977,5255236879,6496158707,7683883940,9345191091,9697835544,10185767294,10383580744,10805631195,11659118661,12825801581,14141919722,14331230929,16825553272,20715098399,21368198378,23056525009
192,Thailand,2760764762,3034053581,3308912930,3540403471,3889130444,4388937645,5279230813,5638461435,6081009422,6695336560,7086538430,7375000025,8177872959,10838593716,13702998650,14882770240,16985208712,19779312337,24006567107,27371650355,32353514503,34846038519,36589772335,40042798314,41797647302,38900711298,43096774496,50535445681,61667254411,72250747142,85343189320,98234713407,1.11E+11,1.25E+11,1.44E+11,1.68E+11,1.82E+11,1.51E+11,1.12E+11,1.23E+11,1.23E+11,1.16E+11,1.27E+11,1.43E+11,1.61E+11,1.76E+11,2.07E+11,2.47E+11,2.73E+11,2.64E+11,3.19E+11
193,Timor-Leste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316200000,277300000,284100000,297800000,309300000,331915908.8,326812745.5,397567776.2,497918858.2,598000000,701000000
194,Togo,121151181.8,126420591.5,132262679.1,143283123.4,166135763.1,185940578.3,215107826.1,230906662.1,242654498,267990796.1,252781422.9,284703816.5,335434863.5,406825246.1,560914755.6,617301197.6,619298688.6,777465722.2,824321926.4,891782609.1,1136299083,962352274.5,821617676.8,765738538,718143550,762364797,1060929848,1249084964,1378853113,1352955225,1628432255,1602293605,1692964166,1233508156,982632621.2,1309378704,1465311925,1498949402,1587350761,1576092231,1329110396,1328031239,1476122552,1758946963,2061009613,2115154593,2202809611,2523461504,3163383040,3156613950,3153400897
195,Tonga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32506767.9,30036429.18,34139376.8,41567471.67,44667002.01,53260077.43,62242013.33,62068161.07,60863963.96,64248354.54,60058663.31,68195855.61,81667133.45,106657267.4,106344855,113563821.6,132201141.4,137066290.6,138489884.4,193770730,202544669.4,219586403.7,212148825.4,188683876,194664218.9,188628160.9,165865871,180853022.9,207622052.8,238546865.5,259662952.1,294944991.5,305069407.5,348011965.6,326082104.2,357480587.6
196,Trinidad and Tobago,535673224.3,584964599.1,619322827.4,678239308.7,711897538.7,736573167.4,723739866.3,761981451.3,758899968,779200000,821849984,896763389.1,1083392324,1308786082,2042002020,2442667523,2500420784,3138666542,3562333298,4602416457,6235874739,6849166235,7989791256,7799749663,7756166518,7375999752,4794361300,4797750172,4496806454,4323035497,5068070430,5362823409,5532117353,4584646145,4947205982,5329214155,5759537848,5737751324,6043710211,6808976089,8154315708,8824873156,9008273516,11235960523,12884712296,15982284589,18370220924,21738492063,27132936508,19623019763,20398239271
197,Tunisia,0,866155455.6,880027760.8,1026737632,1025866811,991047619,1040952381,1085714286,1214666667,1289904762,1439238095,1685152605,2237570219,2730787476,3545852329,4328933304,4508139372,5109919571,5968474422,7188899277,8743054698,8428513568,8133538743,8350545840,8254573073,8410185740,9017795297,9696739314,10096292842,10101862386,12290568182,13074782609,15497286296,14608946896,15632463424,18030876599,19587322786,18897006963,19812681128,20798853482,19443277158,19988392299,21047411856,24992239038,28129265355,28967848882,30962208866,35619594067,40844817791,43522180256,44290655120
198,Turkey,13995124535,8017479301,8919043238,10351885925,11172953082,11945722171,14119135235,15664673413,17500000000,19466666667,17086956522,16256619964,20431095406,25724381625,35599913836,44633707243,51280134554,58676813687,65147022486,89394085658,68789289566,71040020140,64546332581,61678280115,59989909458,67234948265,75728009963,87172789528,90852814005,1.07E+11,1.51E+11,1.51E+11,1.59E+11,1.8E+11,1.31E+11,1.69E+11,1.81E+11,1.9E+11,2.69E+11,2.5E+11,2.67E+11,1.96E+11,2.33E+11,3.03E+11,3.92E+11,4.83E+11,5.31E+11,6.47E+11,7.3E+11,6.15E+11,7.35E+11
199,Turkmenistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2368660561,2988678841,3049945191,3232066837,3197224007,3200539816,3179225949,2561118608,2482228440,2379281768,2450084970,2605688065,2450686660,2904662605,3534771969,4462028989,5977440583,6838351088,8104355717,10277598152,12664165103,17017140631,18476842105,21074000000
200,Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11610697.39,12278541.16,12567987.37,13809433.14,15509925.06,17823324.91,20668617.85,20402781.69,18044012.24,19275460.5,16843978.83,16114283.35,18282479.25,22907951.83,25592939.88,26575637.47
202,Uganda,423145688.9,441667041,449158317.3,516315650.9,589247477.6,884502338.7,925381522.4,967240686.6,1037379286,1168556667,1259554850,1417191702,1490970307,1701817912,2098945010,2359555556,2447300000,2936470588,2420260870,2139025000,1244610000,1337300000,2177500000,2240333333,3615647464,3519695203,3923244143,6269521859,6508931651,5276480933,4304399516,3321729208,2857457786,3220439178,3990430537,5755818793,6044585327,6269333313,6584815847,5998563258,6193246632,5840503703,6178563467,6336696289,7940362663,9237336678,9977209199,11916019463,14440830267,15803499657,17010765767
203,Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64087694038,74703517903,82707004266,81456431292,77464043753,73942294099,65648559195,52549555010,48213868185,44558077827,50150399813,41883241480,31580639053,31261527363,38009344577,42392896031,50132953288,64883060726,86142018069,1.08E+11,1.43E+11,1.8E+11,1.17E+11,1.38E+11
204,United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,2852638575,7855320702,9924520473,12857757637,16168370323,15598522461,20869824430,29625344051,32917187644,30823481151,27852355894,27688096363,27020969430,21674206574,23798958315,23728135786,27453282090,33653227968,33919640390,35412694053,35745300972,38268046815,42806864571,47993462224,51209479653,48500477900,55193466519,70591424756,68676925039,75284685609,88578899739,1.04E+11,1.33E+11,1.63E+11,2.08E+11,2.61E+11,2.3E+11,0
205,United Kingdom,72328047042,76694360636,80601939635,85443766670,93387598814,1.01E+11,1.07E+11,1.11E+11,1.05E+11,1.13E+11,1.25E+11,1.41E+11,1.62E+11,1.83E+11,1.98E+11,2.36E+11,2.27E+11,2.57E+11,3.25E+11,4.22E+11,5.42E+11,5.15E+11,4.91E+11,4.66E+11,4.39E+11,4.64E+11,5.7E+11,7.01E+11,8.51E+11,8.59E+11,1.01E+12,1.06E+12,1.09E+12,9.81E+11,1.06E+12,1.16E+12,1.22E+12,1.36E+12,1.46E+12,1.5E+12,1.48E+12,1.47E+12,1.61E+12,1.86E+12,2.2E+12,2.28E+12,2.44E+12,2.81E+12,2.66E+12,2.17E+12,2.25E+12
206,United States,5.21E+11,5.39E+11,5.8E+11,6.12E+11,6.57E+11,7.12E+11,7.81E+11,8.25E+11,9.01E+11,9.73E+11,1.02E+12,1.11E+12,1.23E+12,1.37E+12,1.49E+12,1.62E+12,1.81E+12,2.01E+12,2.28E+12,2.54E+12,2.77E+12,3.1E+12,3.23E+12,3.51E+12,3.9E+12,4.18E+12,4.43E+12,4.7E+12,5.06E+12,5.44E+12,5.75E+12,5.93E+12,6.26E+12,6.58E+12,6.99E+12,7.34E+12,7.75E+12,8.26E+12,8.74E+12,9.3E+12,9.9E+12,1.02E+13,1.06E+13,1.11E+13,1.18E+13,1.26E+13,1.33E+13,1.4E+13,1.43E+13,1.4E+13,1.46E+13
207,Uruguay,1243993176,1549623556,1709221321,1538971682,1974511146,1889185075,1808775748,1598149807,1593701209,2004342742,2137241935,2807342742,2189502775,3964295673,4090252474,3538292267,3667161241,4114664911,4910255623,7181180175,10163020116,11048335541,9178802451,5102281489,4850241442,4732017873,5880112947,7367494222,8213515459,8438951476,9298839655,11206193313,12878157306,15002144584,17474578502,19297663097,20515465834,23969746851,25385928196,23983945191,22823255806,20898788420,13606494599,12045627411,13686333822,17362872710,19802235564,23876761050,31176899891,31322414682,40265470149
208,Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13360607991,13800157749,12953800571,13099928532,12899074347,13350461533,13948892216,14744603774,14988971211,17078465982,13760374488,11401351420,9687951055,10134453435,12030023548,14307509839,17030896203,22311393928,27917519211,32816828373,38981605338
209,Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119258829.4,113423182.2,98746408.99,98144643.75,110123776.8,135553759.4,123698508.8,118691400.8,130834146.2,148545377.9,144482170.5,158397406.3,188869985.2,196142588,188080372.4,219260343.3,233902114.7,245177629.3,255890215.7,271052988.8,276932016.3,280776470.8,267003871,271626880.5,324750468.9,376357455.9,406432100.8,448572250.6,544563540.9,619283529.1,616110011,728953084.2
210,Venezuela; RB,8607600069,8923366628,9873397859,10663375514,9113580696,9602944668,10096574670,10472776744,11470909285,11927570677,12993115056,14471557938,15922867181,19445932860,29087099933,31413164179,36272315695,42337056975,46507640231,55750554789,67135122864,75498829319,76693647866,78586503426,55952339080,57935742247,58915108094,45343793676,58428404474,42142303739,47027508385,51734363024,58470358476,58107555298,56529904239,74888742184,68258588863,85837385779,91338542542,97974136437,1.17E+11,1.23E+11,92889586976,83622191419,1.12E+11,1.46E+11,1.83E+11,2.27E+11,3.11E+11,3.26E+11,3.88E+11
211,Vietnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14094688428,26336617864,36658108169,25423812494,6293304847,6471740486,9613369554,9866990096,13180954014,16286434094,20736163915,24657470332,26843701137,27209601996,28683658005,31172517272,32506754577,35075432959,39541252948,45439397789,52931104516,60933124863,71111309691,90273764946,97146622928,1.04E+11
212,Virgin Islands (U.S.),24200000,25700000,36900000,41400000,53800000,66500000,84100000,115400000,173800000,211300000,219000000,257000000,307100000,351600000,395400000,399800000,440000000,461800000,512900000,606700032,727800000,821800000,832600000,916899968,985400000,990400000,1035600000,1147800064,1204600064,1343900032,1564700032,1671200000,1770899968,1996000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,West Bank and Gaza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2828493967,3220099898,3361387739,3701277959,3944403662,4168899307,4113261233,3332382199,2832538290,3144395543,3606871948,4015865744,0,0,0,0,0
214,Yemen; Rep.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4827824503,5083703648,5755079583,4900925402,3794476777,4236297071,5793813888,6936303759,6318571350,7467832877,9441473355,9459570744,9902721941,11006776814,13873381757,16736795898,19081645677,21656550140,26917363956,26365156990,0
215,Zambia,698739691.8,682359699,679279700.4,704339689.3,822639637.2,1061193599,1238992526,1340631913,1573730462,1926388380,1788744238,1653226944,1872462656,2434242684,2910800494,2441647354,2663757210,2515067143,2810564386,3353586561,3883923701,4008142070,3871158775,3320520925,2719501333,2252484416,1664402681,2265245103,3728889527,3994585268,3288381745,3376791604,3182810920,3273505270,3346574627,3477642089,3270303737,3910384000,3237203900,3131338936,3237716325,3636936436,3716091409,4373861968,5439176260,7178556949,10702206686,11541428666,14640794798,12805027606,16192857209
216,Zimbabwe,1052990384,1096646620,1117601632,1159511745,1217137959,1311435825,1281749476,1397001995,1479599898,1747998819,1884206350,2178716264,2677729443,3309353601,3982161446,4371300709,4318372004,4364382098,4351600474,5177459391,6678868224,8011373807,8539700674,7764066989,6352125901,5637259335,6217523684,6741215095,7814784052,8286322699,8783816666,8641481701,6751472201,6563813295,6890674989,7111270669,8553146597,8529571573,6401968164,6772312401,6606515169,6759128010,6291329827,5658028911,5671234226,5583363612,5203343320,5018218226,4416000000,5836000000,7474000000
